Label,X,Y,Z,slop(x),slop(x/z),slop(1/z),slop(1/x),slop(z/x),slop(z)
15,1064.679266,0.744866,11.751395,-0.169493,0.097856649,0.577349205,5.9,10.21902969,1.732054
14,89.597321,0.746095,-123.51565,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
12,1048.395046,0.74397,12.383562,0.984972,-1.253467176,1.272591684,-1.02,-0.797787145,0.785798
3,1041.73834,0.749066,-15.098139,1.272985,-4.888781784,3.840408005,-0.786,-0.204549936,0.260389
11,704.763791,0.750461,-10.11964,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
4,514.119654,0.658266,31.068149,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
10,-552.765427,0.680672,-107.16044,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
2,407.881516,0.745906,25.80893,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
12,1045.201594,0.745939,-1.415413,-1.152078,9.865370783,8.563110122,0.868,0.101364665,0.11678
6,1018.643136,0.746884,-14.344929,0.013664,-0.008056357,0.589604564,-73.2,-124.1255855,1.696052
13,420.495719,0.744162,-39.395473,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
0,-126.288635,0.746279,65.210081,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
-1,247.315166,0.746216,-1.849666,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
11,-303.093996,0.750461,-41.448863,-1.705344,32.17023203,18.86436521,0.586,0.031084637,0.05301
15,1063.769627,0.746486,6.943828,-0.589195,0.411251438,0.697988676,1.7,2.431602441,1.432688
10,39.643384,0.680672,-67.484787,-1.784363,14.93128321,8.367850718,0.56,0.06697348,0.119505
13,287.228989,0.744162,-47.896212,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
4,-479.645857,0.658266,88.676498,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
12,1039.651593,0.744229,12.957023,1.252562,1.663603486,-1.328160591,-0.798,0.601104776,-0.752921
1,795.549139,0.745381,17.89842,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
13,705.823204,0.744162,-21.195174,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
7,-295.812771,0.744838,108.469157,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
6,1069.174649,0.746463,-29.730477,-0.070245,-0.041114315,-0.585298816,14.2,-24.32242864,-1.708529
14,-58.501435,0.746095,-142.711426,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
2,803.810046,0.745906,9.944127,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
3,1039.181001,0.749233,-13.707095,1.180772,-1.445991406,1.224615257,-0.847,-0.691567043,0.816583
13,615.27017,0.744162,-26.971317,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
12,1036.174231,0.745666,4.53387,-0.233405,-0.190144471,-0.81465466,4.28,-5.259158973,-1.227514
16,-465.390872,0.696091,-147.924138,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
-1,648.962522,0.746216,-0.726928,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
6,1065.694426,0.744145,-3.310003,-1.064815,-1.001297682,-0.940348964,0.939,-0.998704,-1.063435
2,-273.323029,0.745906,53.104706,-1.728945,-24.95662404,-14.43459684,0.578,-0.040069522,-0.069278
0,638.913826,0.746279,22.843009,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
16,883.131403,0.696091,-15.517613,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
4,998.218119,0.658266,3.005076,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
9,409.09047,0.749374,-27.479164,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
16,149.496245,0.696091,-87.550596,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
14,1044.190426,0.746086,0.214265,-1.6098,7.698671934,4.782377894,0.621,0.129892533,0.209101
16,11.227978,0.696091,-101.126657,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
8,945.367295,0.746084,0.172482,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
3,1043.197343,0.74851,0.670208,-1.040294,3.783024837,3.636495873,0.961,0.264338735,0.27499
6,1068.500172,0.744277,-41.238122,0.371705,0.237757447,-0.639640164,-2.69,4.205967098,-1.563379
0,-339.105674,0.746279,76.993151,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
12,1045.357249,0.74592,-1.463418,-1.164792,7.988368504,6.85819314,0.859,0.125182007,0.145811
13,989.442141,0.744162,-3.103858,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
10,439.340896,0.680672,-40.715671,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
17,-225.46391,0.749372,14.484331,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
15,1058.782598,0.743166,1.663289,-1.422275,2.425765793,1.705553281,0.703,0.412240952,0.58632
7,1008.088823,0.744838,3.357908,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
17,802.055934,0.749372,3.067691,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
9,817.376517,0.749374,-9.569597,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
3,1042.57669,0.748933,-15.299051,1.17407,-11.91163192,10.14558921,-0.852,-0.083951553,0.098565
6,1050.878967,0.745968,-49.187689,1.732596,16.83145194,-9.714585479,-0.577,0.059412581,-0.102938
16,432.539521,0.696091,-59.7596,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
11,-383.245123,0.750461,-43.940358,-1.705344,32.17023203,18.86436521,0.586,0.031084637,0.05301
9,-179.091728,0.749374,-53.279919,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
4,-89.298855,0.658266,66.048175,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
12,1036.574832,0.746555,7.578291,-0.009588,-0.008521311,-0.888747479,104.0,-117.3528369,-1.125179
16,1036.03986,0.696091,-0.504133,-1.626697,10.18659277,6.262132882,0.615,0.098168251,0.15969
4,582.302537,0.658266,27.115603,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
3,1044.82357,0.748464,-15.243397,1.011634,3.137121983,-3.101044432,-0.988,0.318763505,-0.322472
0,-44.917414,0.746279,60.70479,-1.564812,-18.06253968,-11.54294553,0.639,-0.0553632,-0.086633
8,768.398054,0.746084,-0.209281,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
6,1024.490159,0.743861,-47.842773,1.33487,-1.824432833,1.366749446,-0.749,-0.548115547,0.731663
3,1041.207468,0.749182,-14.926468,1.340411,-3.604767053,2.689299814,-0.746,-0.277410436,0.371844
5,29.290303,0.754196,120.811131,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
-1,416.007055,0.746216,-1.378116,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
8,495.769765,0.746084,-0.797402,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
9,676.588225,0.749374,-15.74531,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
10,526.774727,0.680672,-34.859927,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
13,572.556474,0.744162,-29.695913,-1.708548,15.67719736,9.175743006,0.585,0.063786911,0.108983
-1,897.983883,0.746216,-0.030831,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
4,-542.715023,0.658266,92.332602,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
1,-507.036987,0.745381,109.056663,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
12,1041.655478,0.745419,13.908223,1.293156,4.083207821,-3.157552392,-0.773,0.244905487,-0.316701
3,1036.257011,0.748358,-9.509109,0.456091,-0.460752898,1.01022142,-2.19,-2.170360739,0.989882
10,194.883043,0.680672,-57.087853,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
0,590.404041,0.746279,25.528863,-1.564813,-18.06255122,-11.54294553,0.639,-0.055363165,-0.086633
14,414.770674,0.746095,-81.368401,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
10,1001.415443,0.680672,-3.071344,-1.784344,14.92288264,8.363231887,0.56,0.067011182,0.119571
6,1019.259071,0.745956,-29.767771,0.098593,-0.056912437,0.577246224,-10.1,-17.57085189,1.732363
14,157.207622,0.746095,-114.752361,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
10,701.642388,0.680672,-23.148439,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1048.294917,0.748167,-13.629619,1.006323,1.315066399,-1.30680348,-0.994,0.760417878,-0.765226
16,463.446546,0.696091,-56.724952,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
10,-112.027546,0.680672,-77.64271,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
-1,260.167881,0.746216,-1.813738,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
8,-387.482121,0.746084,-2.702776,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
12,1049.35093,0.743689,11.738267,0.909367,-0.939075596,1.032669533,-1.1,-1.064876997,0.968364
15,1025.942391,0.745938,2.676183,-1.13895,-1.187706541,-1.042808325,0.878,-0.841958822,-0.958949
-1,947.788155,0.746216,0.108388,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
0,440.180248,0.746279,33.846324,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
15,1064.235188,0.745397,9.631215,-0.300127,0.17943279,0.597856207,3.33,5.57311738,1.672643
15,1023.391439,0.746681,38.20615,0.755384,0.59107053,-0.782476899,-1.32,1.691845472,-1.277993
9,399.704584,0.749374,-27.890878,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
7,870.491168,0.744838,14.45005,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
13,-250.963573,0.744162,-82.226118,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
15,1034.844335,0.744826,0.731012,-1.740747,-12.8285689,-7.369576913,0.574,-0.077951018,-0.135693
13,675.069343,0.744162,-23.156883,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
16,517.127167,0.696091,-51.454245,-1.626685,10.18466807,6.260995874,0.615,0.098186803,0.159719
0,100.611904,0.746279,52.647242,-1.56485,-18.05964293,-11.54081409,0.639,-0.05537208,-0.086649
7,-97.606624,0.744838,92.491191,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
4,785.146612,0.658266,15.356781,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
16,481.340086,0.696091,-54.96805,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
1,332.367969,0.745381,50.312999,-1.774641,-14.28926518,-8.051918772,0.563,-0.069982605,-0.124194
5,8.413855,0.754196,123.285022,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
15,1031.770195,0.742735,44.125089,1.61648,9.199913492,-5.691325282,-0.619,0.108696674,-0.175706
1,284.452675,0.745381,53.666232,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
0,850.166015,0.746279,11.146588,-1.564813,-18.06275972,-11.54307877,0.639,-0.055362526,-0.086632
9,-122.776411,0.749374,-50.809634,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
3,1036.713102,0.748274,-10.498991,0.55455,-0.545604809,0.98386946,-1.8,-1.832828419,1.016395
17,250.859243,0.749372,9.191966,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
16,217.817036,0.696091,-80.842425,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
17,1026.676551,0.749372,0.571961,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
1,1044.005555,0.745386,0.534696,-1.776656,-15.16319163,-8.534680675,0.563,-0.065949176,-0.117169
14,-39.184206,0.746095,-140.207629,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
10,607.071102,0.680672,-29.482203,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
15,1064.573283,0.744915,11.093337,-0.195554,0.113604425,0.580936342,5.11,8.802473997,1.721359
10,0.387379,0.680672,-70.113896,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
6,1020.702498,0.743861,-5.110044,-0.731744,0.548200868,0.749170294,1.37,1.824148883,1.33481
14,237.696076,0.746095,-104.319873,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
13,449.541031,0.744162,-37.542748,-1.708547,15.67704434,9.175658812,0.585,0.063787534,0.108984
6,1022.693311,0.744146,-2.861356,-1.063571,0.999040009,0.939326109,0.94,1.000960914,1.064593
15,1033.828991,0.744847,0.889408,-1.736911,-11.50683688,-6.624885721,0.576,-0.086904856,-0.150946
4,520.937942,0.658266,30.672894,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
8,162.557411,0.746084,-1.516216,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
2,-179.959969,0.745906,49.36366,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
15,1052.137264,0.74425,-0.251556,-1.659446,150.3666183,90.61254078,0.603,0.006650412,0.011036
14,504.917743,0.746095,-69.684016,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
1,919.773974,0.745381,9.204854,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
14,920.238165,0.746095,-15.852382,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
13,148.836616,0.744162,-56.723902,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
10,-165.558463,0.680672,-81.227859,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
12,1040.979829,0.745059,13.706402,1.375665,3.119612765,-2.267712536,-0.727,0.320552605,-0.440973
6,1065.236388,0.744147,-46.311029,1.063796,0.999595011,-0.939649154,-0.94,1.000405153,-1.064227
8,-420.962788,0.746084,-2.775002,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
10,-103.105727,0.680672,-77.045185,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
3,1035.826298,0.748904,-6.148235,-0.071677,0.061648089,0.86008188,14.0,16.221103,1.16268
9,1012.915811,0.749374,-0.992218,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
6,1031.861841,0.745716,-0.337052,-1.723484,11.31741591,6.566591808,0.58,0.088359393,0.152286
1,476.113849,0.745381,40.253302,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
14,867.115785,0.746095,-22.737823,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
0,-418.912044,0.746279,81.411794,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
16,-325.49592,0.696091,-134.188359,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
7,-395.734878,0.744838,116.524165,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
14,113.743857,0.746095,-120.385904,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
15,1036.442654,0.744738,0.865591,-1.741714,-14.78936553,-8.491270973,0.574,-0.067616153,-0.117768
9,-60.203837,0.749374,-48.064873,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
5,-364.150464,0.754196,167.434465,-1.60588,-8.438720119,-5.25488836,0.623,-0.118501382,-0.190299
4,723.782018,0.658266,18.914071,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
0,-107.510661,0.746279,64.170399,-1.564812,-18.06274818,-11.54307877,0.639,-0.055362561,-0.086632
13,625.521457,0.744162,-26.317414,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
14,-2.159517,0.746095,-135.408685,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
7,608.400395,0.744838,35.577939,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
17,236.521756,0.749372,9.351268,-1.593054,-89.99796622,-56.49398339,0.628,-0.011111362,-0.017701
12,1051.055388,0.746544,3.954249,-0.475354,0.481854213,1.013674469,2.1,2.075316501,0.98651
9,-349.601992,0.749374,-60.759393,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
11,-459.985564,0.750461,-46.325831,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
5,-230.862367,0.754196,151.639621,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
14,377.745986,0.746095,-86.167346,-1.60977,7.71520592,4.792738043,0.621,0.129614168,0.208649
16,979.105848,0.696091,-6.09423,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
7,-407.201349,0.744838,117.44851,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
-1,967.067228,0.746216,0.16228,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
6,1064.626215,0.743918,-2.244492,-1.191022,-1.284630452,-1.078595065,0.84,-0.778433984,-0.927132
8,328.366429,0.746084,-1.158529,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
7,-69.759479,0.744838,90.246353,-1.638068,-12.40500117,-7.572946406,0.61,-0.080612649,-0.132049
3,1042.27421,0.748407,0.449778,-0.988029,2.458211629,2.487995422,1.01,0.4067998,0.40193
2,767.50219,0.745906,11.398978,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
5,376.160531,0.754196,79.706478,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
4,-413.167546,0.658266,84.822766,-1.704573,-17.25031878,-10.12002348,0.587,-0.057969943,-0.098814
9,186.957832,0.749374,-37.223066,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
16,975.852477,0.696091,-6.413666,-1.626686,10.18467433,6.260995874,0.615,0.098186743,0.159719
14,981.40939,0.746095,-7.923691,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,326.772111,0.746084,-1.161968,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
2,684.512803,0.745906,14.724351,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
9,767.318458,0.749374,-11.765406,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
9,129.0782,0.749374,-39.76197,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
6,1019.970031,0.743997,-6.446185,-0.539377,0.36468392,0.676120636,1.85,2.742100609,1.479026
12,1041.381087,0.744774,15.293882,1.370051,2.37838734,-1.735984529,-0.73,0.420452961,-0.576042
12,1046.53997,0.746312,13.501512,0.993254,-1.981384141,1.99484134,-1.01,-0.504697691,0.501293
13,659.692413,0.744162,-24.137737,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
7,741.083849,0.744838,24.881945,-1.638068,-12.40490723,-7.572889057,0.61,-0.080613259,-0.13205
3,1051.844311,0.74851,-6.711424,-0.275058,-0.264410455,-0.96128982,3.64,-3.781998706,-1.040269
16,-317.362492,0.696091,-133.389767,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
12,1037.170797,0.746605,10.764482,0.4665,0.474422862,-1.016983627,-2.14,2.107824223,-0.9833
7,-176.233856,0.744838,98.829558,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
3,1037.517189,0.748173,-11.814485,0.753725,-0.746572832,0.990510906,-1.33,-1.339454045,1.00958
10,-611.649436,0.680672,-111.104105,-1.784364,14.93141652,8.367920739,0.56,0.066972882,0.119504
0,188.242449,0.746279,47.795391,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
15,1021.160331,0.744315,13.61083,-0.001893,-0.001137009,-0.600638839,528.0,-879.5002641,-1.664894
2,817.64161,0.745906,9.389898,-1.728945,-24.9562638,-14.43438849,0.578,-0.040070101,-0.069279
0,961.269046,0.746279,4.995125,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
17,457.956266,0.749372,6.890938,-1.593055,-90.00310734,-56.49717514,0.628,-0.011110728,-0.0177
15,1022.033411,0.742718,7.660818,-0.472082,-0.31495482,-0.667161256,2.12,-3.17505857,-1.498888
14,-21.476746,0.746095,-137.912482,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
6,1023.108437,0.743943,-46.890146,1.171158,-1.238590587,1.057577703,-0.854,-0.807369287,0.945557
15,1047.243942,0.744681,43.529494,1.739411,-16.94770739,9.7433599,-0.575,-0.059005031,0.102634
-1,118.788012,0.746216,-2.208942,-1.60659,357.7354709,222.6675573,0.622,0.002795362,0.004491
6,1018.981851,0.745908,-24.584305,0.088785,-0.051507905,0.580141972,-11.3,-19.41449569,1.723716
17,373.524402,0.749372,7.82905,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
16,331.685021,0.696091,-69.662139,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
16,-491.41784,0.696091,-150.479632,1535.626575,10.17814585,-0.006628008,-0.000651,0.098249722,-150.874884
11,162.464677,0.750461,-26.976988,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
12,1051.435425,0.745999,5.032039,-0.527184,0.528081739,1.001702895,1.9,1.893646241,0.9983
15,1065.001746,0.742093,34.884838,0.302331,-0.193578687,0.640287258,-3.31,-5.16585795,1.561799
7,705.046367,0.744838,27.78703,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
11,-495.79777,0.750461,-47.439053,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
5,82.284366,0.754196,114.531253,-1.605881,-8.43868103,-5.254860746,0.623,-0.118501931,-0.1903
8,886.377548,0.746084,0.045228,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
6,1069.268497,0.746591,-33.126617,-0.037639,-0.022159959,-0.588749931,26.6,-45.126438,-1.698514
11,1033.89501,0.750461,0.111369,-1.70534,32.17986942,18.87006076,0.586,0.031075328,0.052994
9,568.650534,0.749374,-20.480023,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
9,298.024151,0.749374,-32.351115,-1.564315,22.79711159,14.57322316,0.639,0.043865206,0.068619
3,1049.24662,0.74886,-1.455612,-1.097909,-1.274377094,-1.160731075,0.911,-0.784697092,-0.861526
11,148.821932,0.750461,-27.401072,-1.705343,32.16960631,18.86400936,0.586,0.031085242,0.053011
14,448.575825,0.746095,-76.986757,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
8,-441.688916,0.746084,-2.819713,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
10,-518.862513,0.680672,-104.889846,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
9,617.144279,0.749374,-18.352833,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
6,1056.076297,0.745697,-48.840525,1.716993,11.59558461,-6.753425675,-0.582,0.086239723,-0.148073
15,1052.184966,0.744839,43.683666,1.738847,-12.06250997,6.937073804,-0.575,-0.082901486,0.144153
9,1023.866012,0.749374,-0.511885,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
7,-341.678656,0.744838,112.166538,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1021.621769,0.744747,29.419203,0.12026,0.069058703,-0.574244997,-8.32,14.48043406,-1.741417
4,-239.301196,0.658266,74.743775,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
12,1045.801559,0.746671,13.791063,0.97268,-2.21018428,2.272262492,-1.03,-0.45245096,0.44009
5,1028.148088,0.754196,2.444954,-1.605881,-8.438725374,-5.25488836,0.623,-0.118501309,-0.190299
16,351.205246,0.696091,-67.745519,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
12,1046.439117,0.745143,-1.092809,-1.361665,3.438773758,2.525418336,0.734,0.290801335,0.395974
1,4.059476,0.745381,73.288851,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
8,757.237832,0.746084,-0.233356,-1.594317,463.5990113,290.7822041,0.627,0.002157037,0.003439
8,116.322204,0.746084,-1.615956,-1.594318,463.5993021,290.7822041,0.627,0.002157035,0.003439
1,-249.714115,0.745381,91.048563,-1.77464,-14.28925713,-8.051918772,0.563,-0.069982644,-0.124194
7,39.991032,0.744838,81.399049,-1.638067,-12.4049936,-7.572946406,0.61,-0.080612698,-0.132049
15,1045.280768,0.744805,44.005559,1.73388,-17.66183496,10.18630757,-0.577,-0.056619259,0.098171
9,163.493116,0.749374,-38.252351,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
2,-17.439088,0.745906,42.85147,-1.728946,-24.95627824,-14.43438849,0.578,-0.040070077,-0.069279
0,247.706033,0.746279,44.503062,-1.56485,-18.05964293,-11.54081409,0.639,-0.05537208,-0.086649
10,-370.76031,0.680672,-94.970932,-1.784364,14.93129158,8.367850718,0.56,0.066973443,0.119505
0,3.592371,0.746279,58.018936,-1.56485,-18.05985135,-11.54094728,0.639,-0.055371441,-0.086648
2,857.407358,0.745906,7.79649,-1.728946,-24.95663847,-14.43459684,0.578,-0.040069499,-0.069278
17,-69.344616,0.749372,12.74971,-1.593054,-90.00305085,-56.49717514,0.628,-0.011110734,-0.0177
9,-200.992129,0.749374,-54.240586,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
14,257.013305,0.746095,-101.816076,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
16,338.191763,0.696091,-69.023266,-1.626686,10.1847381,6.261035074,0.615,0.098186128,0.159718
15,1056.027645,0.742098,0.312253,-1.560031,5.430879506,3.481263838,0.641,0.184132238,0.287252
11,-330.379486,0.750461,-42.297031,-1.705344,32.16962517,18.86400936,0.586,0.031085224,0.053011
9,57.11974,0.749374,-42.918446,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
4,948.785529,0.658266,5.870672,-1.704572,-17.25048324,-10.12012589,0.587,-0.057969391,-0.098813
15,1065.274221,0.744911,25.220818,-0.078185,0.045535341,0.582405077,12.8,21.96096438,1.717018
14,971.750775,0.746095,-9.17559,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
14,59.011708,0.746095,-127.479995,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
9,-277.643532,0.749374,-57.602918,-1.564314,22.79709701,14.57322316,0.639,0.043865234,0.068619
14,-13.4279,0.746095,-136.869234,-1.609769,7.715201127,4.792738043,0.621,0.129614249,0.208649
4,-167.70917,0.658266,70.593602,-1.704572,-17.25030866,-10.12002348,0.587,-0.057969977,-0.098814
-1,541.32103,0.746216,-1.027822,-1.606589,357.7352483,222.6675573,0.622,0.002795363,0.004491
8,-279.068532,0.746084,-2.468903,-1.594318,463.4645349,290.6976744,0.627,0.002157662,0.00344
0,883.027488,0.746279,9.327135,-1.56485,-18.05964293,-11.54081409,0.639,-0.05537208,-0.086649
16,-322.242549,0.696091,-133.868922,-1.626685,10.18473184,6.261035074,0.615,0.098186188,0.159718
11,607.559233,0.750461,-13.14124,-1.705343,32.17021317,18.86436521,0.586,0.031084656,0.05301
0,-113.769985,0.746279,64.51696,-1.564813,-18.06275972,-11.54307877,0.639,-0.055362526,-0.086632
7,-243.394616,0.744838,104.243579,-1.638067,-12.40489966,-7.572889057,0.61,-0.080613308,-0.13205
14,300.47707,0.746095,-96.182533,-1.609769,7.71516415,4.792715073,0.621,0.12961487,0.20865
13,599.893239,0.744162,-27.952171,-1.708548,15.67705351,9.175658812,0.585,0.063787497,0.108984
